Id,Title,Method,Target,Operator,Expected,ExpectedData,ExpectedJson,TargetsJson,ValueType,SourceType,RegOption,CheckType,ManualReason
6.3,Ensure 'Account Logon Logoff Audit Group Membership' is set to include 'Success',AuditPolicy,Group Membership,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.4,Ensure 'Account Logon Logoff Audit Logoff' is set to include 'Success',AuditPolicy,Logoff,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.5,Ensure 'Account Logon Logoff Audit Logon' is set to 'Success and Failure',AuditPolicy,Logon,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.6,Ensure 'Account Management Audit Application Group Management' is set to 'Success and Failure',AuditPolicy,Application Group Management,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.7,Ensure 'Audit Authentication Policy Change' is set to include 'Success',AuditPolicy,Authentication Policy Change,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.8,Ensure 'Audit Authorization Policy Change' is set to include 'Success',AuditPolicy,Authorization Policy Change,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.9,Ensure 'Audit Changes to Audit Policy' is set to include 'Success',AuditPolicy,Audit Policy Change,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.10,Ensure 'Audit File Share Access' is set to 'Success and Failure',AuditPolicy,File Share,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.11,Ensure 'Audit Other Logon Logoff Events' is set to 'Success and Failure',AuditPolicy,Other Logon/Logoff Events,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.12,Ensure 'Audit Security Group Management' is set to include 'Success',AuditPolicy,Security Group Management,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.13,Ensure 'Audit Security System Extension' is set to include 'Success',AuditPolicy,Security System Extension,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.14,Ensure 'Audit Special Logon' is set to include 'Success',AuditPolicy,Special Logon,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.15,Ensure 'Audit User Account Management' is set to 'Success and Failure',AuditPolicy,User Account Management,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.16,Ensure 'Detailed Tracking Audit PNP Activity' is set to include 'Success',AuditPolicy,Plug and Play Events,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.17,Ensure 'Detailed Tracking Audit Process Creation' is set to include 'Success',AuditPolicy,Process Creation,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.18,Ensure 'Object Access Audit Detailed File Share' is set to include 'Failure',AuditPolicy,Detailed File Share,ExactAlternatives,"""Failure"" || ""Success and Failure""",IkZhaWx1cmUiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.19,Ensure 'Object Access Audit Other Object Access Events' is set to 'Success and Failure',AuditPolicy,Other Object Access Events,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.20,Ensure 'Object Access Audit Removable Storage' is set to 'Success and Failure',AuditPolicy,Removable Storage,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.21,Ensure 'Policy Change Audit MPSSVC Rule Level Policy Change' is set to 'Success and Failure',AuditPolicy,MPSSVC Rule-Level Policy Change,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.22,Ensure 'Policy Change Audit Other Policy Change Events' is set to include 'Failure',AuditPolicy,Other Policy Change Events,ExactAlternatives,"""Failure"" || ""Success and Failure""",IkZhaWx1cmUiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.23,Ensure 'Privilege Use Audit Sensitive Privilege Use' is set to 'Success and Failure',AuditPolicy,Sensitive Privilege Use,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.24,Ensure 'System Audit I Psec Driver' is set to 'Success and Failure',AuditPolicy,IPsec Driver,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.25,Ensure 'System Audit Other System Events' is set to 'Success and Failure',AuditPolicy,Other System Events,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.26,Ensure 'System Audit Security State Change' is set to include 'Success',AuditPolicy,Security State Change,ExactAlternatives,"""Success"" || ""Success and Failure""",IlN1Y2Nlc3MiIHx8ICJTdWNjZXNzIGFuZCBGYWlsdXJlIg==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
6.27,Ensure 'System Audit System Integrity' is set to 'Success and Failure',AuditPolicy,System Integrity,ExactAlternatives,Success and Failure,U3VjY2VzcyBhbmQgRmFpbHVyZQ==,,,AUDIT_SET,AUDIT_POLICY_SUBCATEGORY,,,
15.1,Ensure 'Config refresh' is set to 'Enabled',PowerShell,$providers='HKLM:\Software\Microsoft\Enrollments\';$providerguid=(Get-ChildItem -Path $providers | Where-Object { ( Get-ItemProperty $_.PsPath -ea 0).ProviderID -eq 'MS DM Server' } ).PsChildName;$path=$providers+$providerguid+'/ConfigRefresh';if (( $result=Get-ItemProperty -Path $path -Name 'Enabled' -ea 0).Enabled -ne $null ) { if ( $result.Enabled -eq '1') { 'PASS' } else { 'FAIL' }} else{ 'NULL'},Regex,PASS,PASS,,,POLICY_TEXT,AUDIT_POWERSHELL,,CHECK_REGEX,
15.2,Ensure 'Refresh cadence' is set to '90' (or less),PowerShell,$providers='HKLM:\Software\Microsoft\Enrollments\';$providerguid=(Get-ChildItem -Path $providers | Where-Object { ( Get-ItemProperty $_.PsPath -ea 0).ProviderID -eq 'MS DM Server' } ).PsChildName;$path=$providers+$providerguid+'/ConfigRefresh';if (( $result=Get-ItemProperty -Path $path -Name 'Cadence' -ea 0).Cadence -ne $null ) { $result.Cadence } else{ 'NULL'},Regex,(3[0-9]|[4-8][0-9]|90),(3[0-9]|[4-8][0-9]|90),,,POLICY_TEXT,AUDIT_POWERSHELL,,CHECK_REGEX,
22.1,Ensure 'Allow Behavior Monitoring' is set to 'Allowed',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Policy Manager\AllowBehaviorMonitoring,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""AllowBehaviorMonitoring"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.2,Ensure 'Allow Email Scanning' is set to 'Allowed',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Policy Manager\AllowEmailScanning,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""AllowEmailScanning"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.3,Ensure 'Allow Full Scan Removable Drive Scanning' is set to 'Allowed',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Policy Manager\AllowFullScanRemovableDriveScanning,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""AllowFullScanRemovableDriveScanning"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.4,Ensure 'Allow Realtime Monitoring' is set to 'Allowed',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Policy Manager\AllowRealtimeMonitoring,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""AllowRealtimeMonitoring"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.5,Ensure 'Allow scanning of all downloaded files and attachments' is set to 'Allowed',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Policy Manager\AllowIOAVProtection,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""AllowIOAVProtection"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.6,Ensure 'Allow Script Scanning' is set to 'Allowed',Registry,HKLM\Software\Policies\Microsoft\Windows Defender\Policy Manager\AllowScriptScanning,Equals,1,1,,"[{""Path"":""HKLM\\Software\\Policies\\Microsoft\\Windows Defender\\Policy Manager"",""Name"":""AllowScriptScanning"",""Operator"":""Equals"",""Expected"":""1"",""ExpectedData"":""1"",""RegOption"":""CAN_NOT_BE_NULL""}]",POLICY_DWORD,REGISTRY_SETTING,CAN_NOT_BE_NULL,,
22.7,Ensure 'ASR: Block abuse of exploited vulnerable signed drivers' is set to 'Block',Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)56a863a9-875e-4185-98a7-b882c64b5ce5=1\b,\b(?i)56a863a9-875e-4185-98a7-b882c64b5ce5=1\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)56a863a9-875e-4185-98a7-b882c64b5ce5=1\\b"",""ExpectedData"":""\\b(?i)56a863a9-875e-4185-98a7-b882c64b5ce5=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Current\\Device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.8,Ensure 'ASR: Block Adobe Reader from creating child processes' is set to 'Block',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c=1\b,\b(?i)7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c=1\b,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c=1\\b"",""ExpectedData"":""\\b(?i)7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.9,Ensure 'ASR: Block all Office applications from creating child processes' is set to 'Audit' or higher,Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)d4f940ab-401b-4efc-aadc-ad5f3c50688a=(1|2)\b,\b(?i)d4f940ab-401b-4efc-aadc-ad5f3c50688a=(1|2)\b,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)d4f940ab-401b-4efc-aadc-ad5f3c50688a=(1|2)\\b"",""ExpectedData"":""\\b(?i)d4f940ab-401b-4efc-aadc-ad5f3c50688a=(1|2)\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.10,Ensure 'ASR: Block credential stealing from the Windows local security authority subsystem' is set to 'Block',Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2=1\b,\b(?i)9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2=1\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2=1\\b"",""ExpectedData"":""\\b(?i)9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\current\\device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.11,Ensure 'ASR: Block executable content from email client and webmail' is set to 'Block',Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)be9ba2d9-53ea-4cdc-84e5-9b1eeee46550=1\b,\b(?i)be9ba2d9-53ea-4cdc-84e5-9b1eeee46550=1\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)be9ba2d9-53ea-4cdc-84e5-9b1eeee46550=1\\b"",""ExpectedData"":""\\b(?i)be9ba2d9-53ea-4cdc-84e5-9b1eeee46550=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\current\\device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.12,"Ensure 'ASR: Block executable files from running unless they meet a prevalence, age, or trusted list criterion' is set to 'Audit' or higher",Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)01443614-cd74-433a-b99e-2ecdc07bfc25=(1|2)\b,\b(?i)01443614-cd74-433a-b99e-2ecdc07bfc25=(1|2)\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)01443614-cd74-433a-b99e-2ecdc07bfc25=(1|2)\\b"",""ExpectedData"":""\\b(?i)01443614-cd74-433a-b99e-2ecdc07bfc25=(1|2)\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\current\\device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.13,Ensure 'ASR: Block execution of potentially obfuscated scripts' is set to 'Audit' or higher,Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)5beb7efe-fd9a-4556-801d-275e5ffc04cc=(1|2)\b,\b(?i)5beb7efe-fd9a-4556-801d-275e5ffc04cc=(1|2)\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)5beb7efe-fd9a-4556-801d-275e5ffc04cc=(1|2)\\b"",""ExpectedData"":""\\b(?i)5beb7efe-fd9a-4556-801d-275e5ffc04cc=(1|2)\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\current\\device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.14,Ensure 'ASR: Block JavaScript or VBScript from launching downloaded executable content' is set to 'Block',Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)d3e037e1-3eb8-44c8-a917-57927947596d=1\b,\b(?i)d3e037e1-3eb8-44c8-a917-57927947596d=1\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)d3e037e1-3eb8-44c8-a917-57927947596d=1\\b"",""ExpectedData"":""\\b(?i)d3e037e1-3eb8-44c8-a917-57927947596d=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\current\\device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.15,Ensure 'ASR: Block Office applications from creating executable content' is set to 'Block',Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)3b576869-a4ec-4529-8536-b80a7769e899=1\b,\b(?i)3b576869-a4ec-4529-8536-b80a7769e899=1\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)3b576869-a4ec-4529-8536-b80a7769e899=1\\b"",""ExpectedData"":""\\b(?i)3b576869-a4ec-4529-8536-b80a7769e899=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\current\\device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.16,Ensure 'ASR: Block Office applications from injecting code into other processes' is set to 'Block',Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84=1\b,\b(?i)75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84=1\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84=1\\b"",""ExpectedData"":""\\b(?i)75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\current\\device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.17,Ensure 'ASR: Block Office communication application from creating child processes' is set to 'Audit' or higher,Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)26190899-1602-49e8-8b27-eb1d0a1ce869=(1|2)\b,\b(?i)26190899-1602-49e8-8b27-eb1d0a1ce869=(1|2)\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)26190899-1602-49e8-8b27-eb1d0a1ce869=(1|2)\\b"",""ExpectedData"":""\\b(?i)26190899-1602-49e8-8b27-eb1d0a1ce869=(1|2)\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Current\\Device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.18,Ensure 'ASR: Block persistence through WMI event subscription' is set to 'Block',Registry,HKLM\Software\Microsoft\PolicyManager\Providers\{GUID}\Default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)e6db77e5-3df2-4cf1-b95a-636979351e5b=1\b,\b(?i)e6db77e5-3df2-4cf1-b95a-636979351e5b=1\b,,"[{""Path"":""HKLM\\Software\\Microsoft\\PolicyManager\\Providers\\{GUID}\\Default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)e6db77e5-3df2-4cf1-b95a-636979351e5b=1\\b"",""ExpectedData"":""\\b(?i)e6db77e5-3df2-4cf1-b95a-636979351e5b=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\Software\\Microsoft\\PolicyManager\\Current\\Device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.19,Ensure 'ASR: Block process creations originating from PSExec and WMI commands' is set to 'Audit' or higher,Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)d1e49aac-8f56-4280-b9ba-993a6d77406c=(1|2)\b,\b(?i)d1e49aac-8f56-4280-b9ba-993a6d77406c=(1|2)\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)d1e49aac-8f56-4280-b9ba-993a6d77406c=(1|2)\\b"",""ExpectedData"":""\\b(?i)d1e49aac-8f56-4280-b9ba-993a6d77406c=(1|2)\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\current\\device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.20,Ensure 'ASR: Block untrusted and unsigned processes that run from USB' is set to 'Block',Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4=1\b,\b(?i)b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4=1\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4=1\\b"",""ExpectedData"":""\\b(?i)b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Current\\Device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
22.21,Ensure 'ASR: Block Win32 API calls from Office macros' is set to 'Block',Registry,HKLM\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\Defender\AttackSurfaceReductionRules,Regex,\b(?i)92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b=1\b,\b(?i)92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b=1\b,,"[{""Path"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Providers\\{GUID}\\default\\Device\\Defender"",""Name"":""AttackSurfaceReductionRules"",""Operator"":""Regex"",""Expected"":""\\b(?i)92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b=1\\b"",""ExpectedData"":""\\b(?i)92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b=1\\b"",""RegOption"":""CAN_NOT_BE_NULL"",""GuidRegKey"":""HKLM\\SOFTWARE\\Microsoft\\PolicyManager\\Current\\Device\\Defender""}]",POLICY_TEXT,GUID_REGISTRY_SETTING,CAN_NOT_BE_NULL,CHECK_REGEX,
